Current,,
,,
證券代碼,年月日,報酬率％
2301 光寶科,2001/12/28,-1.6355
2302 麗正,2001/12/28,1.5873
2303 聯電,2001/12/28,3.3543
2305 全友,2001/12/28,-1.1765
2308 台達電,2001/12/28,-1.7094
2312 金寶,2001/12/28,4.1096
2313 華通,2001/12/28,-6.7925
2314 台揚,2001/12/28,0
2316 楠梓電,2001/12/28,0.5882
2317 鴻海,2001/12/28,-3.0864
2321 東訊,2001/12/28,3.6036
2323 中環,2001/12/28,1.5936
2324 仁寶,2001/12/28,1.9139
2327 國巨,2001/12/28,2.5424
2328 廣宇,2001/12/28,0.4878
2329 華泰,2001/12/28,6.6351
2330 台積電,2001/12/28,3.6585
2331 精英,2001/12/28,2.0408
2332 友訊,2001/12/28,3.7383
2337 旺宏,2001/12/28,6.7797
2338 光罩,2001/12/28,2.0161
2340 光磊,2001/12/28,1.2739
2342 茂矽,2001/12/28,6.7114
2344 華邦電,2001/12/28,6.7265
2345 智邦,2001/12/28,5.814
2347 聯強,2001/12/28,2.3474
2348 海悅,2001/12/28,-0.8929
2349 錸德,2001/12/28,3.0726
2351 順德,2001/12/28,2.907
2352 佳世達,2001/12/28,0
2353 宏碁,2001/12/28,6.8884
2354 鴻準,2001/12/28,-0.8086
2355 敬鵬,2001/12/28,3.9164
2356 英業達,2001/12/28,2.8112
2357 華碩,2001/12/28,-0.6623
2358 廷鑫,2001/12/28,6.6667
2359 所羅門,2001/12/28,0.6494
2360 致茂,2001/12/28,1.6461
2362 藍天,2001/12/28,6.4516
2363 矽統,2001/12/28,2.6549
2364 倫飛,2001/12/28,-1.5625
2365 昆盈,2001/12/28,1.227
2367 燿華,2001/12/28,-0.8696
2368 金像電,2001/12/28,0.4237
2369 菱生,2001/12/28,4.898
2371 大同,2001/12/28,5.3191
2373 震旦行,2001/12/28,2.8986
2374 佳能,2001/12/28,1.7241
2375 凱美,2001/12/28,5.4795
2376 技嘉,2001/12/28,-0.9346
2377 微星,2001/12/28,0
2379 瑞昱,2001/12/28,1.8072
2380 虹光,2001/12/28,-1.2346
2382 廣達,2001/12/28,3.271
2383 台光電,2001/12/28,6.746
2385 群光,2001/12/28,0
2387 精元,2001/12/28,0
2388 威盛,2001/12/28,0
2390 云辰,2001/12/28,0
2392 正崴,2001/12/28,-0.4202
2393 億光,2001/12/28,0
2395 研華,2001/12/28,3.5928
2397 友通,2001/12/28,-0.9324
2399 映泰,2001/12/28,4.1667
2401 凌陽,2001/12/28,3.4146
2402 毅嘉,2001/12/28,4
2404 漢唐,2001/12/28,1.1278
2405 浩鑫,2001/12/28,6.7278
2406 國碩,2001/12/28,6.3694
2408 南亞科,2001/12/28,6.875
2409 友達,2001/12/28,6.8571
2412 中華電,2001/12/28,-0.9615
2413 環科,2001/12/28,0
2414 精技,2001/12/28,4.0698
2415 錩新,2001/12/28,2.1201
2417 圓剛,2001/12/28,1.4577
2419 仲琦,2001/12/28,2
2420 新巨,2001/12/28,6.6265
2421 建準,2001/12/28,1.2461
2423 固緯,2001/12/28,0.7326
2424 隴華,2001/12/28,3.7433
2425 承啟,2001/12/28,3.2258
2426 鼎元,2001/12/28,-3.1746
2427 三商電,2001/12/28,-0.6557
2428 興勤,2001/12/28,-1.7986
2429 銘旺科,2001/12/28,-0.8658
2430 燦坤,2001/12/28,2.0921
2431 聯昌,2001/12/28,-3.2258
2433 互盛電,2001/12/28,1.5228
2434 統懋,2001/12/28,3.9024
2436 偉詮電,2001/12/28,4
2438 翔耀,2001/12/28,1.6529
2439 美律,2001/12/28,0.8621
2440 太空梭,2001/12/28,0.8264
2441 超豐,2001/12/28,4.7904
2442 新美齊,2001/12/28,4.359
2443 億麗,2001/12/28,2.6786
2444 兆勁,2001/12/28,4.2424
2449 京元電子,2001/12/28,6.25
2450 神腦,2001/12/28,1.5707
2451 創見,2001/12/28,0.7463
2453 凌群,2001/12/28,-0.9217
2454 聯發科,2001/12/28,4.5283
2456 奇力新,2001/12/28,-3.8265
2457 飛宏,2001/12/28,1.6
2458 義隆,2001/12/28,-0.9368
2459 敦吉,2001/12/28,4.3478
2460 建通,2001/12/28,2.8571
2461 光群雷,2001/12/28,3.3248
2462 良得電,2001/12/28,6.7416
2464 盟立,2001/12/28,1.7167
2465 麗臺,2001/12/28,-2.8926
2466 冠西電,2001/12/28,2.7027
2467 志聖,2001/12/28,1.7606
2468 華經,2001/12/28,6.6667
2471 資通,2001/12/28,0
2472 立隆電,2001/12/28,-0.9434
2474 可成,2001/12/28,1.7544
2476 鉅祥,2001/12/28,1.9391
2477 美隆電,2001/12/28,2.963
2478 大毅,2001/12/28,0.3096
2480 敦陽科,2001/12/28,1.1719
2481 強茂,2001/12/28,3.5088
2482 連宇,2001/12/28,2.7363
2483 百容,2001/12/28,4.3771
2484 希華,2001/12/28,-1.2739
2485 兆赫,2001/12/28,6.7961
2486 一詮,2001/12/28,-1.2346
2488 漢平,2001/12/28,1.2723
2489 瑞軒,2001/12/28,-2.4194
2491 吉祥全,2001/12/28,6.9231
2492 華新科,2001/12/28,-0.9217
2501 國建,2001/12/28,2.4845
2504 國產,2001/12/28,0.3584
2505 國揚,2001/12/28,2.9412
2506 太設,2001/12/28,-0.5714
2509 全坤建,2001/12/28,6.8702
2511 太子,2001/12/28,0.4032
2514 龍邦,2001/12/28,1.4286
2515 中工,2001/12/28,0.7937
2516 新建,2001/12/28,0.8584
2520 冠德,2001/12/28,0.6667
2524 京城,2001/12/28,0
2527 宏璟,2001/12/28,-2.2654
2528 皇普,2001/12/28,5.1724
2530 華建,2001/12/28,-0.6993
2534 宏盛,2001/12/28,5.3571
2535 達欣工,2001/12/28,6.8966
2536 宏普,2001/12/28,1.0909
2537 聯上發,2001/12/28,2.7933
2538 基泰,2001/12/28,-2.0548
2539 櫻花建,2001/12/28,6.6667
2540 愛山林,2001/12/28,3.3333
2542 興富發,2001/12/28,-1.0526
2543 皇昌,2001/12/28,0.7143
2545 皇翔,2001/12/28,-1.9481
2546 根基,2001/12/28,0.2381
2547 日勝生,2001/12/28,0
2548 華固,2001/12/28,0.9901
2601 益航,2001/12/28,0.9852
2603 長榮,2001/12/28,1.6598
2605 新興,2001/12/28,0
2606 裕民,2001/12/28,2.0548
2607 榮運,2001/12/28,-1.3333
2608 嘉里大榮,2001/12/28,-2.1277
2609 陽明,2001/12/28,0.6667
2610 華航,2001/12/28,-0.7937
2611 志信,2001/12/28,0
2612 中航,2001/12/28,-0.7194
2613 中櫃,2001/12/28,1.7284
2614 東森,2001/12/28,3.6036
2615 萬海,2001/12/28,-0.8333
2616 山隆,2001/12/28,2.3364
2617 台航,2001/12/28,0
2618 長榮航,2001/12/28,-1.6216
2701 萬企,2001/12/28,-1.8692
2702 華園,2001/12/28,0.6289
2704 國賓,2001/12/28,0
2705 六福,2001/12/28,-2.7273
2706 第一店,2001/12/28,0
2707 晶華,2001/12/28,-2.5478
2801 彰銀,2001/12/28,-3.0928
2809 京城銀,2001/12/28,-1.2376
2812 台中銀,2001/12/28,-2.005
2816 旺旺保,2001/12/28,0.4115
2820 華票,2001/12/28,-1.8349
2823 中壽,2001/12/28,-6.0606
2832 台產,2001/12/28,6.0729
2834 臺企銀,2001/12/28,-2.381
2836 高雄銀,2001/12/28,-1.8072
2838 聯邦銀,2001/12/28,-0.9009
2841 台開,2001/12/28,-1.1429
2845 遠東銀,2001/12/28,-4.918
2849 安泰銀,2001/12/28,-2.9412
2850 新產,2001/12/28,-1
2851 中再保,2001/12/28,1.0471
2852 第一保,2001/12/28,-1.2821
2855 統一證,2001/12/28,1.4493
2880 華南金,2001/12/28,-2.439
2881 富邦金,2001/12/28,-5.5195
2883 開發金,2001/12/28,-5.4167
2901 欣欣,2001/12/28,-4.8485
2903 遠百,2001/12/28,1.5625
2904 匯僑,2001/12/28,6.1856
2905 三商,2001/12/28,-0.4525
2906 高林,2001/12/28,1.3793
2908 特力,2001/12/28,1.3216
2910 統領,2001/12/28,0
2911 麗嬰房,2001/12/28,1.3274
2912 統一超,2001/12/28,4.3478
2913 農林,2001/12/28,-0.4396
2915 潤泰全,2001/12/28,0
3002 歐格,2001/12/28,3
3010 華立,2001/12/28,0
3011 今皓,2001/12/28,-1.7544
3018 同開,2001/12/28,4.3478
3019 亞光,2001/12/28,-0.7326
3021 鴻名,2001/12/28,0.9259
3022 威強電,2001/12/28,5
3023 信邦,2001/12/28,2.9197
3024 憶聲,2001/12/28,-0.4854
3025 星通,2001/12/28,-6.6667
3026 禾伸堂,2001/12/28,1.9608
3027 盛達,2001/12/28,5.1173
3028 增你強,2001/12/28,1.1416
3029 零壹,2001/12/28,5.8824
3030 德律,2001/12/28,1.9231
3031 佰鴻,2001/12/28,1.6327
3032 偉訓,2001/12/28,6.1538
3033 威健,2001/12/28,3
3034 聯詠,2001/12/28,0.5236
3035 智原,2001/12/28,0
3036 文曄,2001/12/28,3.0973
3037 欣興,2001/12/28,-0.3165
3038 全台,2001/12/28,-0.7519
3040 遠見,2001/12/28,1.6129
3041 揚智,2001/12/28,4
3042 晶技,2001/12/28,1.227
3043 科風,2001/12/28,5.988
3044 健鼎,2001/12/28,1.3889
3045 台灣大,2001/12/28,2.2727
3046 建碁,2001/12/28,1.087
3047 訊舟,2001/12/28,2.1739
3052 夆典,2001/12/28,3.4483
4104 佳醫,2001/12/28,1.9868
4306 炎洲,2001/12/28,-1.3453
4414 如興,2001/12/28,6.4935
4526 東台,2001/12/28,2.0408
4720 德淵,2001/12/28,-0.625
4722 國精化,2001/12/28,0
4904 遠傳,2001/12/28,4.2222
5007 三星,2001/12/28,0
5203 訊連,2001/12/28,6.6667
5388 中磊,2001/12/28,4.2802
5434 崇越,2001/12/28,-1.2821
5469 瀚宇博,2001/12/28,7
5471 松翰,2001/12/28,-1.4085
5484 慧友,2001/12/28,3.937
5515 建國,2001/12/28,6.7961
5519 隆大,2001/12/28,1.6393
5521 工信,2001/12/28,1.5464
5522 遠雄,2001/12/28,3.125
5525 順天,2001/12/28,-0.495
5531 鄉林,2001/12/28,0.7905
5533 皇鼎,2001/12/28,0.6173
5607 遠雄港,2001/12/28,0
5608 四維航,2001/12/28,-0.2004
5706 鳳凰,2001/12/28,1.4218
6005 群益證,2001/12/28,0.3472
6108 競國,2001/12/28,-0.6061
6112 聚碩,2001/12/28,3.0534
6115 鎰勝,2001/12/28,1.7857
6116 彩晶,2001/12/28,6.7797
6117 迎廣,2001/12/28,6.9892
6128 上福,2001/12/28,6.6116
6131 鈞泰,2001/12/28,6.8571
6141 柏承,2001/12/28,2.7778
6183 關貿,2001/12/28,6.5089
6191 精成科,2001/12/28,6.6667
8011 台通,2001/12/28,0.5495
8926 台汽電,2001/12/28,0.3953
9902 台火,2001/12/28,0.2463
9904 寶成,2001/12/28,1.4981
9905 大華,2001/12/28,0
9906 欣巴巴,2001/12/28,5.2632
9907 統一實,2001/12/28,1.0256
9908 大台北,2001/12/28,0.4854
9910 豐泰,2001/12/28,0
9911 櫻花,2001/12/28,-1.7167
9912 偉聯,2001/12/28,-1.4354
9914 美利達,2001/12/28,0
9917 中保科,2001/12/28,1.227
9918 欣天然,2001/12/28,0
9919 康那香,2001/12/28,0.4425
9921 巨大,2001/12/28,-0.6173
9924 福興,2001/12/28,1.1321
9925 新保,2001/12/28,0
9926 新海,2001/12/28,-0.4032
9927 泰銘,2001/12/28,1.6854
9928 中視,2001/12/28,1.8692
9929 秋雨,2001/12/28,0.6369
9930 中聯資源,2001/12/28,-3.8043
9931 欣高,2001/12/28,0
9933 中鼎,2001/12/28,1.4778
9934 成霖,2001/12/28,1.2245
9935 慶豐富,2001/12/28,0
9937 全國,2001/12/28,1.8182
9938 百和,2001/12/28,-0.9434
9939 宏全,2001/12/28,0
9940 信義,2001/12/28,-0.6803
9941 裕融,2001/12/28,0.5952
9943 好樂迪,2001/12/28,2.2727
9944 新麗,2001/12/28,6.7194
9945 潤泰新,2001/12/28,0.7874
Y9999 加權指數,2001/12/27,-1.1025
1101 台泥,2001/12/27,-5.1429
1102 亞泥,2001/12/27,-2.8571
1103 嘉泥,2001/12/27,-0.6849
1104 環泥,2001/12/27,-3.4188
1108 幸福,2001/12/27,-1.4085
1109 信大,2001/12/27,-0.4975
1110 東泥,2001/12/27,4.717
1201 味全,2001/12/27,6.6667
1210 大成,2001/12/27,-1.1299
1213 大飲,2001/12/27,0
1215 卜蜂,2001/12/27,-3.3058
1216 統一,2001/12/27,-4.5082
1217 愛之味,2001/12/27,0
1218 泰山,2001/12/27,-2.3377
1219 福壽,2001/12/27,0.2141
1220 台榮,2001/12/27,-3.3333
1225 福懋油,2001/12/27,-0.9554
1227 佳格,2001/12/27,0.641
1229 聯華,2001/12/27,-1.6529
1231 聯華食,2001/12/27,1.9108
1232 大統益,2001/12/27,0
1233 天仁,2001/12/27,-0.4202
1234 黑松,2001/12/27,0.8969
1235 興泰,2001/12/27,-1.9737
1236 宏亞,2001/12/27,-0.7937
1301 台塑,2001/12/27,-1.5625
1303 南亞,2001/12/27,-1.4981
1304 台聚,2001/12/27,2.2222
1305 華夏,2001/12/27,-6.8249
1307 三芳,2001/12/27,-1.0526
1308 亞聚,2001/12/27,-4.2969
1309 台達化,2001/12/27,-1.9231
1310 台苯,2001/12/27,-3.75
1312 國喬,2001/12/27,-2.4194
1313 聯成,2001/12/27,-3.7736
1314 中石化,2001/12/27,-6.4516
1315 達新,2001/12/27,-1.3699
1316 上曜,2001/12/27,-2.4194
1319 東陽,2001/12/27,-4.7458
1321 大洋,2001/12/27,1.6393
1323 永裕,2001/12/27,-2.2059
1324 地球,2001/12/27,-2.8302
1325 恒大,2001/12/27,-2.2727
1326 台化,2001/12/27,-3.3613
1402 遠東新,2001/12/27,-1.9531
1409 新纖,2001/12/27,-0.8299
1410 南染,2001/12/27,-6.3492
1413 宏洲,2001/12/27,0
1414 東和,2001/12/27,-0.7092
1416 廣豐,2001/12/27,-1.3953
1417 嘉裕,2001/12/27,-2.2857
1418 東華,2001/12/27,-0.5405
1419 新紡,2001/12/27,5.283
1423 利華,2001/12/27,-3.3898
1432 大魯閣,2001/12/27,-5.8442
1434 福懋,2001/12/27,-1.5075
1435 中福,2001/12/27,-0.8403
1436 華友聯,2001/12/27,1.956
1437 勤益控,2001/12/27,-1.5873
1438 三地開發,2001/12/27,-6.1856
1439 中和,2001/12/27,2.5
1440 南紡,2001/12/27,-0.8621
1441 大東,2001/12/27,0
1442 名軒,2001/12/27,0
1443 立益,2001/12/27,-4.5455
1444 力麗,2001/12/27,-2.0896
1445 大宇,2001/12/27,0
1446 宏和,2001/12/27,1.5504
1447 力鵬,2001/12/27,-2.2082
1449 佳和,2001/12/27,0
1451 年興,2001/12/27,-3.4783
1452 宏益,2001/12/27,0
1453 大將,2001/12/27,-6.3584
1454 台富,2001/12/27,0.8264
1455 集盛,2001/12/27,-0.9174
1456 怡華,2001/12/27,0
1457 宜進,2001/12/27,-3.0612
1459 聯發,2001/12/27,-3.4286
1460 宏遠,2001/12/27,1.3333
1463 強盛,2001/12/27,3.2864
1464 得力,2001/12/27,4.3478
1465 偉全,2001/12/27,-1.3274
1466 聚隆,2001/12/27,1.6393
1467 南緯,2001/12/27,0.7117
1468 昶和,2001/12/27,-2.0747
1470 大統新創,2001/12/27,0
1471 首利,2001/12/27,-0.627
1472 三洋紡,2001/12/27,1.2987
1473 台南,2001/12/27,-1.7857
1474 弘裕,2001/12/27,1.7699
1475 業旺,2001/12/27,0
1476 儒鴻,2001/12/27,-2.2727
1503 士電,2001/12/27,-2.4845
1504 東元,2001/12/27,-0.4739
1506 正道,2001/12/27,-2.8571
1507 永大,2001/12/27,-3.876
1512 瑞利,2001/12/27,-6.7568
1513 中興電,2001/12/27,-3.5294
1514 亞力,2001/12/27,-1.8987
1515 力山,2001/12/27,0
1516 川飛,2001/12/27,-5.2265
1517 利奇,2001/12/27,-5.9829
1519 華城,2001/12/27,0.5917
1521 大億,2001/12/27,1.0256
1522 堤維西,2001/12/27,0.9174
1524 耿鼎,2001/12/27,5.9783
1525 江申,2001/12/27,-2.6549
1526 日馳,2001/12/27,0.7874
1527 鑽全,2001/12/27,-3.0303
1528 恩德,2001/12/27,-3.268
1529 樂士,2001/12/27,-1.9802
1530 亞崴,2001/12/27,-1.0417
1531 高林股,2001/12/27,-1.1905
1532 勤美,2001/12/27,-1.9868
1533 車王電,2001/12/27,-4.5098
1535 中宇,2001/12/27,-1.4925
1536 和大,2001/12/27,2.0833
1538 正峰,2001/12/27,-3.0457
1539 巨庭,2001/12/27,0
1540 喬福,2001/12/27,1.3605
1603 華電,2001/12/27,-4.8571
1604 聲寶,2001/12/27,-2.4242
1605 華新,2001/12/27,-1.227
1608 華榮,2001/12/27,-5.7143
1609 大亞,2001/12/27,-0.2532
1611 中電,2001/12/27,-0.6667
1612 宏泰,2001/12/27,0
1614 三洋電,2001/12/27,-1.0929
1615 大山,2001/12/27,0.4057
1616 億泰,2001/12/27,0
1617 榮星,2001/12/27,0.3676
1618 合機,2001/12/27,-1.7467
1701 中化,2001/12/27,-0.6536
1702 南僑,2001/12/27,0.8163
1707 葡萄王,2001/12/27,0
1708 東鹼,2001/12/27,1.9231
1709 和益,2001/12/27,-1.3699
1710 東聯,2001/12/27,-5.6075
1711 永光,2001/12/27,-1.9608
1712 興農,2001/12/27,-2.7907
1713 國化,2001/12/27,6.3694
1714 和桐,2001/12/27,-4.1026
1717 長興,2001/12/27,0
1718 中纖,2001/12/27,0
1720 生達,2001/12/27,-3.4934
1721 三晃,2001/12/27,-3.3333
1722 台肥,2001/12/27,0
1723 中碳,2001/12/27,0
1724 台硝,2001/12/27,6.4935
1725 元禎,2001/12/27,-1.3158
1726 永記,2001/12/27,-1.6667
1727 中華化,2001/12/27,-5.036
1730 花仙子,2001/12/27,-1.087
1731 美吾華,2001/12/27,-1.5873
1732 毛寶,2001/12/27,-1.4925
1733 五鼎,2001/12/27,2.3121
1734 杏輝,2001/12/27,0
1735 日勝化,2001/12/27,-0.9804
1802 台玻,2001/12/27,0
1805 寶徠,2001/12/27,-6.9182
1806 冠軍,2001/12/27,-6.6421
1808 潤隆,2001/12/27,0
1809 中釉,2001/12/27,-4.2857
1810 和成,2001/12/27,6.4748
1903 士紙,2001/12/27,1.4493
1904 正隆,2001/12/27,-2.7149
1905 華紙,2001/12/27,-1.5385
1906 寶隆,2001/12/27,-1.4563
1907 永豐餘,2001/12/27,-2
1909 榮成,2001/12/27,-3.1339
2002 中鋼,2001/12/27,-2.847
2006 東和鋼鐵,2001/12/27,0
2007 燁興,2001/12/27,-4.3956
2008 高興昌,2001/12/27,-0.2639
2009 第一銅,2001/12/27,-1.3378
2010 春源,2001/12/27,0.6803
2012 春雨,2001/12/27,-1.2097
2013 中鋼構,2001/12/27,-3.125
2014 中鴻,2001/12/27,-5.618
2015 豐興,2001/12/27,1.5267
2017 官田鋼,2001/12/27,4.7297
2020 美亞,2001/12/27,1.5385
2022 聚亨,2001/12/27,-0.5291
2023 燁輝,2001/12/27,-0.3175
2024 志聯,2001/12/27,-5.7143
2025 千興,2001/12/27,-6.4516
2027 大成鋼,2001/12/27,-2.9412
2028 威致,2001/12/27,-4.1237
2029 盛餘,2001/12/27,-2.7907
2030 彰源,2001/12/27,-1.9608
2031 新光鋼,2001/12/27,0.8403
2032 新鋼,2001/12/27,-1.2821
2033 佳大,2001/12/27,0
2034 允強,2001/12/27,-1.4706
2101 南港,2001/12/27,2.8571
2102 泰豐,2001/12/27,6.7568
2103 台橡,2001/12/27,-3.1983
2104 國際中橡,2001/12/27,-1.9608
2105 正新,2001/12/27,-0.9091
2106 建大,2001/12/27,-1.5306
2107 厚生,2001/12/27,6.6667
2108 南帝,2001/12/27,-2.963
2109 華豐,2001/12/27,0.8197
2201 裕隆,2001/12/27,-0.625
2204 中華,2001/12/27,-0.8734
2206 三陽工業,2001/12/27,0
2207 和泰車,2001/12/27,0.3425
2301 光寶科,2001/12/27,-6.9565
2302 麗正,2001/12/27,-5.2632
2303 聯電,2001/12/27,0.8457
2305 全友,2001/12/27,-6.5934
2308 台達電,2001/12/27,-6.4
2312 金寶,2001/12/27,1.3889
2313 華通,2001/12/27,-6.1947
2314 台揚,2001/12/27,-3.4188
2316 楠梓電,2001/12/27,-3.9548
2317 鴻海,2001/12/27,4.5161
2321 東訊,2001/12/27,-4.721
2323 中環,2001/12/27,0
2324 仁寶,2001/12/27,-6.9042
2327 國巨,2001/12/27,-0.8403
2328 廣宇,2001/12/27,6.7708
2329 華泰,2001/12/27,-6.6372
2330 台積電,2001/12/27,-0.6061
2331 精英,2001/12/27,-5.7692
2332 友訊,2001/12/27,-6.1404
2337 旺宏,2001/12/27,-4.4534
2338 光罩,2001/12/27,-5.7034
2340 光磊,2001/12/27,-5.4217
2342 茂矽,2001/12/27,3.1142
2344 華邦電,2001/12/27,6.6986
2345 智邦,2001/12/27,-3.9106
2347 聯強,2001/12/27,-2.9613
2348 海悅,2001/12/27,-6.6667
2349 錸德,2001/12/27,0.8451
2351 順德,2001/12/27,-6.5217
2352 佳世達,2001/12/27,-6.8627
2353 宏碁,2001/12/27,-5.3933
2354 鴻準,2001/12/27,4.507
2355 敬鵬,2001/12/27,-5.4321
2356 英業達,2001/12/27,-5.6818
2357 華碩,2001/12/27,-5.625
2358 廷鑫,2001/12/27,5.8824
2359 所羅門,2001/12/27,-3.75
2360 致茂,2001/12/27,-2.8
2362 藍天,2001/12/27,-6.6265
2363 矽統,2001/12/27,-5.8333
2364 倫飛,2001/12/27,-6.5693
2365 昆盈,2001/12/27,-6.8571
2367 燿華,2001/12/27,-1.7094
2368 金像電,2001/12/27,-5.6
2369 菱生,2001/12/27,-4.6693
2371 大同,2001/12/27,2.7322
2373 震旦行,2001/12/27,-5.0459
2374 佳能,2001/12/27,-5.3061
2375 凱美,2001/12/27,-6.4103
2376 技嘉,2001/12/27,-6.9565
2377 微星,2001/12/27,-6.5868
2379 瑞昱,2001/12/27,-0.5988
2380 虹光,2001/12/27,-6.5385
2382 廣達,2001/12/27,-5.7269
2383 台光電,2001/12/27,-6.6667
2385 群光,2001/12/27,-4.9505
2387 精元,2001/12/27,-0.9009
2388 威盛,2001/12/27,1.1029
2390 云辰,2001/12/27,-5.1205
2392 正崴,2001/12/27,4.386
2393 億光,2001/12/27,-6.7358
2395 研華,2001/12/27,-4.023
2397 友通,2001/12/27,-6.9414
2399 映泰,2001/12/27,6.6667
2401 凌陽,2001/12/27,-4.2056
2402 毅嘉,2001/12/27,-6.5421
2404 漢唐,2001/12/27,0.7576
2405 浩鑫,2001/12/27,0
2406 國碩,2001/12/27,-6.5476
2408 南亞科,2001/12/27,-2.1407
2409 友達,2001/12/27,-5.914
2412 中華電,2001/12/27,1.9608
2413 環科,2001/12/27,-6.9977
2414 精技,2001/12/27,-6.5217
2415 錩新,2001/12/27,-4.0678
2417 圓剛,2001/12/27,-6.7935
2419 仲琦,2001/12/27,-0.3984
2420 新巨,2001/12/27,1.2195
2421 建準,2001/12/27,-6.9565
2423 固緯,2001/12/27,4.5977
2424 隴華,2001/12/27,6.8571
2425 承啟,2001/12/27,-4.1237
2426 鼎元,2001/12/27,0.5319
2427 三商電,2001/12/27,-2.8662
2428 興勤,2001/12/27,-4.7945
2429 銘旺科,2001/12/27,-5.3279
2430 燦坤,2001/12/27,-4.4
2431 聯昌,2001/12/27,-3.876
2433 互盛電,2001/12/27,-4.8309
2434 統懋,2001/12/27,-5.0926
2436 偉詮電,2001/12/27,-6.5421
2438 翔耀,2001/12/27,-3.5857
2439 美律,2001/12/27,3.5714
2440 太空梭,2001/12/27,-3.2
2441 超豐,2001/12/27,-6.7039
2442 新美齊,2001/12/27,-0.5102
2443 億麗,2001/12/27,-4.6809
2444 兆勁,2001/12/27,3.125
2449 京元電子,2001/12/27,-6.8493
2450 神腦,2001/12/27,-4.9751
2451 創見,2001/12/27,3.876
2453 凌群,2001/12/27,-4.8246
2454 聯發科,2001/12/27,0.9524
2456 奇力新,2001/12/27,-4.3902
2457 飛宏,2001/12/27,-1.5748
2458 義隆,2001/12/27,-0.4662
2459 敦吉,2001/12/27,-6.5041
2460 建通,2001/12/27,-4.3716
2461 光群雷,2001/12/27,-5.7831
2462 良得電,2001/12/27,2.2989
2464 盟立,2001/12/27,-6.8
2465 麗臺,2001/12/27,-6.9231
2466 冠西電,2001/12/27,-6.5657
2467 志聖,2001/12/27,-3.7288
2468 華經,2001/12/27,6.5574
2471 資通,2001/12/27,-4.0956
2472 立隆電,2001/12/27,-1.8519
2474 可成,2001/12/27,-6.5574
2476 鉅祥,2001/12/27,-6.9588
2477 美隆電,2001/12/27,-6.8966
2478 大毅,2001/12/27,-5.2786
2480 敦陽科,2001/12/27,-2.6616
2481 強茂,2001/12/27,-5
2482 連宇,2001/12/27,-5.1887
2483 百容,2001/12/27,-5.1118
2484 希華,2001/12/27,-1.2579
2485 兆赫,2001/12/27,0
2486 一詮,2001/12/27,3.4043
2488 漢平,2001/12/27,-4.1463
2489 瑞軒,2001/12/27,-6.7669
2491 吉祥全,2001/12/27,-4.059
2492 華新科,2001/12/27,4.0767
2501 國建,2001/12/27,-2.4242
2504 國產,2001/12/27,-2.1053
2505 國揚,2001/12/27,-6.2069
2506 太設,2001/12/27,-1.4085
2509 全坤建,2001/12/27,0.7692
2511 太子,2001/12/27,-1.5873
2514 龍邦,2001/12/27,-0.8499
2515 中工,2001/12/27,-1.9455
2516 新建,2001/12/27,-1.6878
2520 冠德,2001/12/27,-1.0989
2524 京城,2001/12/27,-4.4
2527 宏璟,2001/12/27,0.6515
2528 皇普,2001/12/27,-6.4516
2530 華建,2001/12/27,0.7042
2534 宏盛,2001/12/27,-3.4483
2535 達欣工,2001/12/27,-3.3333
2536 宏普,2001/12/27,-2.8269
2537 聯上發,2001/12/27,-6.7708
2538 基泰,2001/12/27,0.3436
2539 櫻花建,2001/12/27,-3.8462
2540 愛山林,2001/12/27,-6.25
2542 興富發,2001/12/27,-2.5641
2543 皇昌,2001/12/27,2.9412
2545 皇翔,2001/12/27,0
2546 根基,2001/12/27,-2.7778
2547 日勝生,2001/12/27,-6.1404
2548 華固,2001/12/27,-2.4155
2601 益航,2001/12/27,-4.2453
2603 長榮,2001/12/27,-6.2257
2605 新興,2001/12/27,-1.3514
2606 裕民,2001/12/27,-2.0134
2607 榮運,2001/12/27,6.383
2608 嘉里大榮,2001/12/27,0.7143
2609 陽明,2001/12/27,-3.8462
2610 華航,2001/12/27,-2.7027
2611 志信,2001/12/27,1.0101
2612 中航,2001/12/27,1.4599
2613 中櫃,2001/12/27,0
2614 東森,2001/12/27,-5.9322
2615 萬海,2001/12/27,-1.6393
2616 山隆,2001/12/27,-6.5502
2617 台航,2001/12/27,3.5533
2618 長榮航,2001/12/27,-1.5957
2701 萬企,2001/12/27,0
2702 華園,2001/12/27,-3.0488
2704 國賓,2001/12/27,0.6452
2705 六福,2001/12/27,6.7961
2706 第一店,2001/12/27,0
2707 晶華,2001/12/27,0.641
2801 彰銀,2001/12/27,2.8269
2809 京城銀,2001/12/27,-0.9804
2812 台中銀,2001/12/27,0.7576
2816 旺旺保,2001/12/27,-0.4098
2820 華票,2001/12/27,0
2823 中壽,2001/12/27,6.9444
2832 台產,2001/12/27,1.2295
2834 臺企銀,2001/12/27,-0.7874
2836 高雄銀,2001/12/27,0.6061
2838 聯邦銀,2001/12/27,0.9091
2841 台開,2001/12/27,1.4493
2845 遠東銀,2001/12/27,1.6667
2849 安泰銀,2001/12/27,0
2850 新產,2001/12/27,-0.9901
2851 中再保,2001/12/27,1.5957
2852 第一保,2001/12/27,-2.5
2855 統一證,2001/12/27,-2.3585
2880 華南金,2001/12/27,1.4851
2881 富邦金,2001/12/27,1.3158
2901 欣欣,2001/12/27,-3.5088
