Current,,
,,
證券代碼,年月日,報酬率％
2537 聯上發,2000/06/01,-2.2222
2538 基泰,2000/06/01,0
2539 櫻花建,2000/06/01,2.3747
2540 愛山林,2000/06/01,0
2542 興富發,2000/06/01,-6.9149
2543 皇昌,2000/06/01,0
2545 皇翔,2000/06/01,2.1277
2546 根基,2000/06/01,1.5385
2601 益航,2000/06/01,0
2603 長榮,2000/06/01,-1.1278
2605 新興,2000/06/01,-1.8868
2606 裕民,2000/06/01,-2.2222
2607 榮運,2000/06/01,-0.813
2608 嘉里大榮,2000/06/01,-2.1978
2609 陽明,2000/06/01,-1.0638
2610 華航,2000/06/01,-1.5544
2611 志信,2000/06/01,-0.8065
2612 中航,2000/06/01,-1.2346
2613 中櫃,2000/06/01,1.0753
2614 東森,2000/06/01,-2.5
2615 萬海,2000/06/01,-0.738
2616 山隆,2000/06/01,-4.0936
2617 台航,2000/06/01,0.3484
2618 長榮航,2000/06/01,0.6098
2701 萬企,2000/06/01,-1.2121
2702 華園,2000/06/01,-1.0811
2704 國賓,2000/06/01,-0.4016
2705 六福,2000/06/01,-2.1552
2706 第一店,2000/06/01,0
2707 晶華,2000/06/01,-4.5455
2801 彰銀,2000/06/01,-0.7519
2809 京城銀,2000/06/01,-1.1976
2812 台中銀,2000/06/01,-1.4286
2816 旺旺保,2000/06/01,-2.2556
2820 華票,2000/06/01,0.995
2823 中壽,2000/06/01,-0.8658
2832 台產,2000/06/01,-0.6472
2834 臺企銀,2000/06/01,-1.5
2836 高雄銀,2000/06/01,-1.8987
2838 聯邦銀,2000/06/01,-0.6711
2841 台開,2000/06/01,1.4493
2845 遠東銀,2000/06/01,0
2849 安泰銀,2000/06/01,0
2850 新產,2000/06/01,-1.2346
2855 統一證,2000/06/01,-4.0984
2901 欣欣,2000/06/01,0
2903 遠百,2000/06/01,0
2904 匯僑,2000/06/01,-1.4085
2905 三商,2000/06/01,-2.6667
2906 高林,2000/06/01,-1.6216
2908 特力,2000/06/01,-2.5316
2910 統領,2000/06/01,-0.432
2911 麗嬰房,2000/06/01,-2.3256
2912 統一超,2000/06/01,-0.8439
2913 農林,2000/06/01,-2.3952
2915 潤泰全,2000/06/01,-0.6452
3024 憶聲,2000/06/01,-1.9277
3026 禾伸堂,2000/06/01,-2.0101
3027 盛達,2000/06/01,-1.8634
3029 零壹,2000/06/01,1.7143
3035 智原,2000/06/01,-2.0548
3037 欣興,2000/06/01,-0.6623
3041 揚智,2000/06/01,-2.1898
3052 夆典,2000/06/01,0
4306 炎洲,2000/06/01,0
4414 如興,2000/06/01,0.2639
5007 三星,2000/06/01,-3.3019
5388 中磊,2000/06/01,-2.952
5434 崇越,2000/06/01,6.7416
5515 建國,2000/06/01,-1.7544
5519 隆大,2000/06/01,-1.3158
5521 工信,2000/06/01,0
5522 遠雄,2000/06/01,-4.3478
5525 順天,2000/06/01,-1.938
5607 遠雄港,2000/06/01,0
6005 群益證,2000/06/01,-2.5641
6183 關貿,2000/06/01,-1.5267
6191 精成科,2000/06/01,0
8926 台汽電,2000/06/01,0
9902 台火,2000/06/01,-3.4483
9904 寶成,2000/06/01,0
9905 大華,2000/06/01,-0.3436
9906 欣巴巴,2000/06/01,-3.7901
9907 統一實,2000/06/01,-1.6949
9908 大台北,2000/06/01,-4.9261
9910 豐泰,2000/06/01,0.5222
9911 櫻花,2000/06/01,2.7624
9912 偉聯,2000/06/01,1.4085
9914 美利達,2000/06/01,-1.3405
9917 中保科,2000/06/01,-0.7634
9918 欣天然,2000/06/01,-0.9709
9919 康那香,2000/06/01,-2.0101
9921 巨大,2000/06/01,-0.8032
9924 福興,2000/06/01,1.5544
9925 新保,2000/06/01,-1.222
9926 新海,2000/06/01,-4.0609
9927 泰銘,2000/06/01,-2.1277
9928 中視,2000/06/01,-2.0408
9929 秋雨,2000/06/01,-0.4255
9930 中聯資源,2000/06/01,-3
9931 欣高,2000/06/01,1.5038
9933 中鼎,2000/06/01,-1.1673
9934 成霖,2000/06/01,5.7692
9935 慶豐富,2000/06/01,-0.8264
9937 全國,2000/06/01,-3.25
9940 信義,2000/06/01,-0.7813
9941 裕融,2000/06/01,0
9945 潤泰新,2000/06/01,1
Y9999 加權指數,2000/05/31,1.9979
1101 台泥,2000/05/31,1.8248
1102 亞泥,2000/05/31,1.31
1103 嘉泥,2000/05/31,0
1104 環泥,2000/05/31,0
1108 幸福,2000/05/31,-1.6393
1109 信大,2000/05/31,0
1110 東泥,2000/05/31,-1.1299
1201 味全,2000/05/31,2.3697
1203 味王,2000/05/31,-2.3256
1210 大成,2000/05/31,0
1213 大飲,2000/05/31,1.083
1215 卜蜂,2000/05/31,0.5051
1216 統一,2000/05/31,1.2821
1217 愛之味,2000/05/31,-3.4934
1218 泰山,2000/05/31,-0.9174
1219 福壽,2000/05/31,0
1220 台榮,2000/05/31,0
1225 福懋油,2000/05/31,1.25
1227 佳格,2000/05/31,-3.4483
1229 聯華,2000/05/31,0
1231 聯華食,2000/05/31,-6.5753
1232 大統益,2000/05/31,0
1233 天仁,2000/05/31,0.3788
1234 黑松,2000/05/31,-2.5
1235 興泰,2000/05/31,0
1236 宏亞,2000/05/31,-2.3077
1301 台塑,2000/05/31,0.7874
1303 南亞,2000/05/31,2.2727
1304 台聚,2000/05/31,-1.4493
1305 華夏,2000/05/31,-0.5
1307 三芳,2000/05/31,1.1236
1308 亞聚,2000/05/31,1.4493
1309 台達化,2000/05/31,-3.2864
1310 台苯,2000/05/31,-0.7212
1312 國喬,2000/05/31,1.7668
1313 聯成,2000/05/31,-1.0638
1314 中石化,2000/05/31,0.6173
1315 達新,2000/05/31,0
1316 上曜,2000/05/31,-0.5435
1319 東陽,2000/05/31,2.6882
1321 大洋,2000/05/31,0.6173
1323 永裕,2000/05/31,1
1324 地球,2000/05/31,1.2987
1325 恒大,2000/05/31,0
1326 台化,2000/05/31,1.3921
1402 遠東新,2000/05/31,2.8807
1409 新纖,2000/05/31,-0.6211
1410 南染,2000/05/31,-2.2936
1413 宏洲,2000/05/31,-0.6711
1414 東和,2000/05/31,0.8929
1416 廣豐,2000/05/31,-0.813
1417 嘉裕,2000/05/31,-1.2422
1418 東華,2000/05/31,-0.5714
1419 新紡,2000/05/31,0.6135
1423 利華,2000/05/31,0.7752
1432 大魯閣,2000/05/31,2
1434 福懋,2000/05/31,2.6201
1435 中福,2000/05/31,1.3453
1436 華友聯,2000/05/31,0
1437 勤益控,2000/05/31,-3.8462
1438 三地開發,2000/05/31,-2.7027
1439 中和,2000/05/31,1.4085
1440 南紡,2000/05/31,0
1441 大東,2000/05/31,0
1442 名軒,2000/05/31,-1.6393
1443 立益,2000/05/31,0
1444 力麗,2000/05/31,0.641
1445 大宇,2000/05/31,-2.9915
1446 宏和,2000/05/31,-1.1628
1447 力鵬,2000/05/31,0.5525
1449 佳和,2000/05/31,0.5376
1451 年興,2000/05/31,3.6697
1452 宏益,2000/05/31,0
1453 大將,2000/05/31,1.3333
1454 台富,2000/05/31,0
1455 集盛,2000/05/31,0.5525
1456 怡華,2000/05/31,0
1457 宜進,2000/05/31,0.5376
1459 聯發,2000/05/31,-1.0101
1460 宏遠,2000/05/31,0.5525
1463 強盛,2000/05/31,1.9841
1464 得力,2000/05/31,-1.3986
1465 偉全,2000/05/31,1.0929
1466 聚隆,2000/05/31,2.3196
1467 南緯,2000/05/31,-2.3923
1468 昶和,2000/05/31,1.6736
1470 大統新創,2000/05/31,0
1471 首利,2000/05/31,2.0305
1472 三洋紡,2000/05/31,-0.5464
1473 台南,2000/05/31,1.227
1474 弘裕,2000/05/31,0.7168
1475 業旺,2000/05/31,0.6536
1503 士電,2000/05/31,0.3559
1504 東元,2000/05/31,2.3018
1506 正道,2000/05/31,3.9326
1507 永大,2000/05/31,1.1173
1512 瑞利,2000/05/31,-2.3529
1513 中興電,2000/05/31,-2.3529
1514 亞力,2000/05/31,0.5263
1515 力山,2000/05/31,-0.6098
1516 川飛,2000/05/31,2.5641
1517 利奇,2000/05/31,-1.2739
1519 華城,2000/05/31,0
1521 大億,2000/05/31,6.4516
1522 堤維西,2000/05/31,0.3175
1524 耿鼎,2000/05/31,3.6437
1525 江申,2000/05/31,0
1526 日馳,2000/05/31,0
1527 鑽全,2000/05/31,2.5105
1528 恩德,2000/05/31,0
1529 樂士,2000/05/31,1.7241
1530 亞崴,2000/05/31,0.5587
1531 高林股,2000/05/31,1.6092
1532 勤美,2000/05/31,1.1321
1535 中宇,2000/05/31,-0.5587
1536 和大,2000/05/31,-1.4563
1538 正峰,2000/05/31,-0.7519
1540 喬福,2000/05/31,0
1603 華電,2000/05/31,-1.0101
1604 聲寶,2000/05/31,0.4717
1605 華新,2000/05/31,0.3906
1608 華榮,2000/05/31,1.0417
1609 大亞,2000/05/31,0
1611 中電,2000/05/31,0
1612 宏泰,2000/05/31,3.4286
1614 三洋電,2000/05/31,0
1615 大山,2000/05/31,3.9683
1616 億泰,2000/05/31,3.1128
1617 榮星,2000/05/31,1.0101
1618 合機,2000/05/31,0.5525
1701 中化,2000/05/31,-4.5685
1702 南僑,2000/05/31,0.7353
1707 葡萄王,2000/05/31,-3.9007
1708 東鹼,2000/05/31,-2.2422
1709 和益,2000/05/31,0.4016
1710 東聯,2000/05/31,-1.4563
1711 永光,2000/05/31,-0.4651
1712 興農,2000/05/31,-2.4845
1713 國化,2000/05/31,-2.6316
1714 和桐,2000/05/31,2.2581
1717 長興,2000/05/31,-3
1718 中纖,2000/05/31,-2.0408
1720 生達,2000/05/31,-2.0253
1721 三晃,2000/05/31,0.5587
1722 台肥,2000/05/31,-0.2597
1723 中碳,2000/05/31,0
1724 台硝,2000/05/31,2.381
1725 元禎,2000/05/31,0.3663
1726 永記,2000/05/31,-1.8868
1727 中華化,2000/05/31,-4.6667
1730 花仙子,2000/05/31,-0.8929
1731 美吾華,2000/05/31,2.2727
1732 毛寶,2000/05/31,0.33
1802 台玻,2000/05/31,2.952
1805 寶徠,2000/05/31,-1.9868
1806 冠軍,2000/05/31,2.0408
1808 潤隆,2000/05/31,1.8367
1809 中釉,2000/05/31,6.6667
1810 和成,2000/05/31,-1.2448
1903 士紙,2000/05/31,0
1904 正隆,2000/05/31,0.7407
1905 華紙,2000/05/31,1.0345
1906 寶隆,2000/05/31,0.8333
1907 永豐餘,2000/05/31,-0.5435
1909 榮成,2000/05/31,-0.5495
2002 中鋼,2000/05/31,-0.8696
2006 東和鋼鐵,2000/05/31,4.7619
2007 燁興,2000/05/31,0
2008 高興昌,2000/05/31,-2.381
2009 第一銅,2000/05/31,-0.5848
2010 春源,2000/05/31,0
2012 春雨,2000/05/31,0
2013 中鋼構,2000/05/31,0
2014 中鴻,2000/05/31,0.5525
2015 豐興,2000/05/31,0.3831
2017 官田鋼,2000/05/31,0
2020 美亞,2000/05/31,1.1905
2022 聚亨,2000/05/31,1.2987
2023 燁輝,2000/05/31,-0.6494
2024 志聯,2000/05/31,0
2025 千興,2000/05/31,-0.4484
2027 大成鋼,2000/05/31,0
2028 威致,2000/05/31,-0.8621
2029 盛餘,2000/05/31,0.4149
2030 彰源,2000/05/31,0.5348
2031 新光鋼,2000/05/31,0.7663
2032 新鋼,2000/05/31,3.0702
2033 佳大,2000/05/31,-1.8072
2034 允強,2000/05/31,-1.1407
2101 南港,2000/05/31,2.4341
2102 泰豐,2000/05/31,-3.139
2103 台橡,2000/05/31,-0.4854
2104 國際中橡,2000/05/31,-2.069
2105 正新,2000/05/31,1.581
2106 建大,2000/05/31,0.7576
2107 厚生,2000/05/31,1.3072
2108 南帝,2000/05/31,1.7921
2109 華豐,2000/05/31,1.6216
2201 裕隆,2000/05/31,0.4367
2204 中華,2000/05/31,0.3106
2206 三陽工業,2000/05/31,0.5236
2207 和泰車,2000/05/31,0.7968
2301 光寶科,2000/05/31,3.6496
2302 麗正,2000/05/31,2.509
2303 聯電,2000/05/31,1.6304
2305 全友,2000/05/31,1.9231
2308 台達電,2000/05/31,1.3793
2312 金寶,2000/05/31,1.6667
2313 華通,2000/05/31,3.4091
2314 台揚,2000/05/31,6.7669
2316 楠梓電,2000/05/31,0.885
2317 鴻海,2000/05/31,6.8182
2321 東訊,2000/05/31,4.6243
2323 中環,2000/05/31,6.9959
2324 仁寶,2000/05/31,2.0833
2327 國巨,2000/05/31,4.8544
2328 廣宇,2000/05/31,1.8908
2329 華泰,2000/05/31,2
2330 台積電,2000/05/31,3.9735
2331 精英,2000/05/31,2.6515
2332 友訊,2000/05/31,6.8063
2337 旺宏,2000/05/31,1.5957
2338 光罩,2000/05/31,0
2340 光磊,2000/05/31,2.5424
2342 茂矽,2000/05/31,1.2121
2344 華邦電,2000/05/31,0.5405
2345 智邦,2000/05/31,5.9211
2347 聯強,2000/05/31,4.2424
2348 海悅,2000/05/31,0.4505
2349 錸德,2000/05/31,5.8824
2351 順德,2000/05/31,-1.0336
2352 佳世達,2000/05/31,0.7874
2353 宏碁,2000/05/31,6.5292
2354 鴻準,2000/05/31,1.3158
2355 敬鵬,2000/05/31,-0.9524
2356 英業達,2000/05/31,-0.6993
2357 華碩,2000/05/31,5.0676
2358 廷鑫,2000/05/31,4.5045
2359 所羅門,2000/05/31,5.0847
2360 致茂,2000/05/31,3.6269
2362 藍天,2000/05/31,1.2658
2363 矽統,2000/05/31,1.4286
2364 倫飛,2000/05/31,0
2365 昆盈,2000/05/31,2.6786
2367 燿華,2000/05/31,-1.8182
2368 金像電,2000/05/31,1.8692
2369 菱生,2000/05/31,3.003
2371 大同,2000/05/31,1.7544
2373 震旦行,2000/05/31,1.6529
2374 佳能,2000/05/31,0
2375 凱美,2000/05/31,6.9672
2376 技嘉,2000/05/31,2.2099
2377 微星,2000/05/31,1.9417
2379 瑞昱,2000/05/31,6.9264
2380 虹光,2000/05/31,0.7273
2382 廣達,2000/05/31,0.4566
2383 台光電,2000/05/31,-0.8772
2385 群光,2000/05/31,3.139
2387 精元,2000/05/31,1.9481
2388 威盛,2000/05/31,6.8273
2390 云辰,2000/05/31,4.5455
2392 正崴,2000/05/31,6.5657
2393 億光,2000/05/31,5.5944
2395 研華,2000/05/31,3.7321
2397 友通,2000/05/31,7
2399 映泰,2000/05/31,0.7576
2401 凌陽,2000/05/31,2.7322
2402 毅嘉,2000/05/31,2.5
2404 漢唐,2000/05/31,2.4194
2405 浩鑫,2000/05/31,2.0408
2406 國碩,2000/05/31,6.25
2413 環科,2000/05/31,6.6929
2414 精技,2000/05/31,-2.1053
2415 錩新,2000/05/31,1.7964
2417 圓剛,2000/05/31,1.0309
2419 仲琦,2000/05/31,6.4394
2420 新巨,2000/05/31,2.1021
2421 建準,2000/05/31,4.3689
2423 固緯,2000/05/31,3.3537
2424 隴華,2000/05/31,6.7857
2425 承啟,2000/05/31,0.2381
2426 鼎元,2000/05/31,6.4815
2427 三商電,2000/05/31,4.1958
2428 興勤,2000/05/31,4.557
2429 銘旺科,2000/05/31,5.3061
2430 燦坤,2000/05/31,1.6949
2431 聯昌,2000/05/31,4.6205
2433 互盛電,2000/05/31,4.065
2434 統懋,2000/05/31,6.0241
2436 偉詮電,2000/05/31,6.8966
2438 翔耀,2000/05/31,3.7037
2439 美律,2000/05/31,4.8544
2457 飛宏,2000/05/31,6.391
2458 義隆,2000/05/31,6.8966
2459 敦吉,2000/05/31,6.9767
2460 建通,2000/05/31,4.2654
2461 光群雷,2000/05/31,2
2462 良得電,2000/05/31,-0.4854
2464 盟立,2000/05/31,0.7547
2465 麗臺,2000/05/31,3.8462
2466 冠西電,2000/05/31,-1.4184
2467 志聖,2000/05/31,5.9603
2468 華經,2000/05/31,3.2
2471 資通,2000/05/31,2.2989
2472 立隆電,2000/05/31,6.5359
2474 可成,2000/05/31,2.8571
2476 鉅祥,2000/05/31,6.9767
2477 美隆電,2000/05/31,4.6784
2478 大毅,2000/05/31,3.252
2480 敦陽科,2000/05/31,3.7143
2481 強茂,2000/05/31,3.5714
2482 連宇,2000/05/31,6.2344
2483 百容,2000/05/31,6.7227
2484 希華,2000/05/31,6.4103
2485 兆赫,2000/05/31,6.7416
2486 一詮,2000/05/31,2.2727
2489 瑞軒,2000/05/31,6.1224
2491 吉祥全,2000/05/31,6.8878
2492 華新科,2000/05/31,6.4706
2501 國建,2000/05/31,-0.9434
2504 國產,2000/05/31,0
2505 國揚,2000/05/31,2.6882
2506 太設,2000/05/31,-1.2658
2509 全坤建,2000/05/31,-0.7752
2511 太子,2000/05/31,0
2514 龍邦,2000/05/31,-0.5263
2515 中工,2000/05/31,0
2516 新建,2000/05/31,-3.0769
2520 冠德,2000/05/31,-1.8433
2524 京城,2000/05/31,-2.9787
2527 宏璟,2000/05/31,0
2528 皇普,2000/05/31,-5.1515
2530 華建,2000/05/31,-2.0202
2534 宏盛,2000/05/31,-0.823
2535 達欣工,2000/05/31,-1.105
2536 宏普,2000/05/31,-1.7937
2537 聯上發,2000/05/31,0
2538 基泰,2000/05/31,-2.8571
2539 櫻花建,2000/05/31,-6.8796
2540 愛山林,2000/05/31,1.0638
2542 興富發,2000/05/31,-1.0526
2543 皇昌,2000/05/31,-0.369
2545 皇翔,2000/05/31,5.2239
2546 根基,2000/05/31,0
2601 益航,2000/05/31,-0.7752
2603 長榮,2000/05/31,0
2605 新興,2000/05/31,1.4354
2606 裕民,2000/05/31,0.8969
2607 榮運,2000/05/31,-0.8065
2608 嘉里大榮,2000/05/31,1.1111
2609 陽明,2000/05/31,1.0753
2610 華航,2000/05/31,0
2611 志信,2000/05/31,0.813
2612 中航,2000/05/31,0.4132
2613 中櫃,2000/05/31,1.087
2614 東森,2000/05/31,6.6667
2615 萬海,2000/05/31,0
2616 山隆,2000/05/31,4.2683
2617 台航,2000/05/31,0.3497
2618 長榮航,2000/05/31,-0.6061
2701 萬企,2000/05/31,1.227
2702 華園,2000/05/31,1.0929
2704 國賓,2000/05/31,-2.3529
2705 六福,2000/05/31,3.1111
2706 第一店,2000/05/31,0
2707 晶華,2000/05/31,2.8037
2801 彰銀,2000/05/31,0.3774
2809 京城銀,2000/05/31,-1.1834
2812 台中銀,2000/05/31,-0.7092
2816 旺旺保,2000/05/31,-1.1152
2820 華票,2000/05/31,-0.495
2823 中壽,2000/05/31,2.2124
2832 台產,2000/05/31,-0.6431
2834 臺企銀,2000/05/31,0
2836 高雄銀,2000/05/31,-1.25
2838 聯邦銀,2000/05/31,0.6757
2841 台開,2000/05/31,-2.1277
2845 遠東銀,2000/05/31,0
2849 安泰銀,2000/05/31,0.6897
2850 新產,2000/05/31,-1.2195
2855 統一證,2000/05/31,3.3898
2901 欣欣,2000/05/31,-0.4484
2903 遠百,2000/05/31,0.5988
2904 匯僑,2000/05/31,-1.3889
2905 三商,2000/05/31,0.3344
2906 高林,2000/05/31,1.6484
2908 特力,2000/05/31,0.3175
2910 統領,2000/05/31,0
2911 麗嬰房,2000/05/31,1.5748
2912 統一超,2000/05/31,1.2821
2913 農林,2000/05/31,-2.3392
2915 潤泰全,2000/05/31,1.3072
3024 憶聲,2000/05/31,1.9656
3026 禾伸堂,2000/05/31,4.1885
3027 盛達,2000/05/31,6.6225
3029 零壹,2000/05/31,1.7442
3035 智原,2000/05/31,6.9597
3037 欣興,2000/05/31,6.338
3041 揚智,2000/05/31,5.7915
3052 夆典,2000/05/31,0.4484
4306 炎洲,2000/05/31,0
4414 如興,2000/05/31,0.2646
5007 三星,2000/05/31,3.9216
5388 中磊,2000/05/31,6.6929
5434 崇越,2000/05/31,6.8
5515 建國,2000/05/31,1.0638
5519 隆大,2000/05/31,-0.6536
5521 工信,2000/05/31,-1.3333
5522 遠雄,2000/05/31,4.5455
5525 順天,2000/05/31,-2.6415
5607 遠雄港,2000/05/31,3.6364
6005 群益證,2000/05/31,4.4643
6183 關貿,2000/05/31,2.3438
6191 精成科,2000/05/31,-0.7143
8926 台汽電,2000/05/31,0
9902 台火,2000/05/31,2.7559
9904 寶成,2000/05/31,0
9905 大華,2000/05/31,-2.6756
9906 欣巴巴,2000/05/31,0
9907 統一實,2000/05/31,-0.4219
9908 大台北,2000/05/31,2.0101
9910 豐泰,2000/05/31,0
9911 櫻花,2000/05/31,0.5556
9912 偉聯,2000/05/31,5.9701
9914 美利達,2000/05/31,1.9126
9917 中保科,2000/05/31,2.3438
9918 欣天然,2000/05/31,1.4778
9919 康那香,2000/05/31,0.5051
9921 巨大,2000/05/31,4.1841
9924 福興,2000/05/31,-1.0256
9925 新保,2000/05/31,0.2041
9926 新海,2000/05/31,-1.005
9927 泰銘,2000/05/31,0
9928 中視,2000/05/31,1.8711
9929 秋雨,2000/05/31,-1.2605
9930 中聯資源,2000/05/31,1.3514
9931 欣高,2000/05/31,2.3077
9933 中鼎,2000/05/31,1.1811
9934 成霖,2000/05/31,0
9935 慶豐富,2000/05/31,-0.8197
9937 全國,2000/05/31,-2.439
9940 信義,2000/05/31,-0.3891
9941 裕融,2000/05/31,2.439
9945 潤泰新,2000/05/31,-2.9126
Y9999 加權指數,2000/05/30,2.0513
1101 台泥,2000/05/30,0.7353
1102 亞泥,2000/05/30,1.3274
1103 嘉泥,2000/05/30,0.5319
1104 環泥,2000/05/30,1.1236
1108 幸福,2000/05/30,0.5495
1109 信大,2000/05/30,-0.7576
1110 東泥,2000/05/30,0.5682
1201 味全,2000/05/30,0.4762
1203 味王,2000/05/30,-0.7692
1210 大成,2000/05/30,0
1213 大飲,2000/05/30,-1.0714
1215 卜蜂,2000/05/30,-1
1216 統一,2000/05/30,-0.4255
1217 愛之味,2000/05/30,0
1218 泰山,2000/05/30,-0.9091
1219 福壽,2000/05/30,0
1220 台榮,2000/05/30,0
1225 福懋油,2000/05/30,1.2658
1227 佳格,2000/05/30,6.8421
1229 聯華,2000/05/30,1.2346
1231 聯華食,2000/05/30,4.8851
1232 大統益,2000/05/30,1.4815
1233 天仁,2000/05/30,-1.8587
1234 黑松,2000/05/30,-2.834
1235 興泰,2000/05/30,2.5381
1236 宏亞,2000/05/30,-0.7634
1301 台塑,2000/05/30,0.7937
1303 南亞,2000/05/30,0.7634
1304 台聚,2000/05/30,-1.8957
1305 華夏,2000/05/30,0.5025
1307 三芳,2000/05/30,-2.7322
1308 亞聚,2000/05/30,3.6036
1309 台達化,2000/05/30,-1.8433
1310 台苯,2000/05/30,2.716
1312 國喬,2000/05/30,0.7117
1313 聯成,2000/05/30,1.6216
1314 中石化,2000/05/30,-1.2195
1315 達新,2000/05/30,-0.3953
1316 上曜,2000/05/30,1.0989
1319 東陽,2000/05/30,-0.5348
1321 大洋,2000/05/30,0.6211
1323 永裕,2000/05/30,-3.8462
1324 地球,2000/05/30,0.5222
1325 恒大,2000/05/30,0.8772
1326 台化,2000/05/30,0.7009
1402 遠東新,2000/05/30,-0.2053
1409 新纖,2000/05/30,-0.6173
1410 南染,2000/05/30,6.8627
1413 宏洲,2000/05/30,0.6757
1414 東和,2000/05/30,0.9009
1416 廣豐,2000/05/30,1.6529
1417 嘉裕,2000/05/30,-1.227
1418 東華,2000/05/30,-0.5682
1419 新紡,2000/05/30,-0.6098
1423 利華,2000/05/30,-1.5267
1432 大魯閣,2000/05/30,0
1434 福懋,2000/05/30,0
1435 中福,2000/05/30,-0.4464
1436 華友聯,2000/05/30,-2.7211
1437 勤益控,2000/05/30,0
1438 三地開發,2000/05/30,3.7383
1439 中和,2000/05/30,-3.1818
1440 南紡,2000/05/30,1.2739
1441 大東,2000/05/30,0.7937
1442 名軒,2000/05/30,1.1848
1443 立益,2000/05/30,3.9683
1444 力麗,2000/05/30,0.6452
1445 大宇,2000/05/30,-1.2658
1446 宏和,2000/05/30,1.1765
1447 力鵬,2000/05/30,-0.5495
1449 佳和,2000/05/30,2.1978
1451 年興,2000/05/30,0
1452 宏益,2000/05/30,-0.6024
1453 大將,2000/05/30,-0.4425
1454 台富,2000/05/30,-0.5435
1455 集盛,2000/05/30,1.1173
1456 怡華,2000/05/30,0
1457 宜進,2000/05/30,-0.5348
1459 聯發,2000/05/30,0.5076
1460 宏遠,2000/05/30,0
1463 強盛,2000/05/30,-0.7874
1464 得力,2000/05/30,2.1429
1465 偉全,2000/05/30,-1.6129
1466 聚隆,2000/05/30,0
1467 南緯,2000/05/30,-4.1284
1468 昶和,2000/05/30,1.7021
1470 大統新創,2000/05/30,-0.641
1471 首利,2000/05/30,2.0725
1472 三洋紡,2000/05/30,0.5495
1473 台南,2000/05/30,0.6173
1474 弘裕,2000/05/30,-0.3571
1475 業旺,2000/05/30,4.0816
1503 士電,2000/05/30,-0.3546
1504 東元,2000/05/30,3.1662
1506 正道,2000/05/30,3.4884
1507 永大,2000/05/30,0.5618
1512 瑞利,2000/05/30,0
1513 中興電,2000/05/30,-1.1628
1514 亞力,2000/05/30,0
1515 力山,2000/05/30,2.5
1516 川飛,2000/05/30,0
1517 利奇,2000/05/30,2.6144
1519 華城,2000/05/30,1.9553
1521 大億,2000/05/30,1.4019
1522 堤維西,2000/05/30,0
1524 耿鼎,2000/05/30,0.4065
1525 江申,2000/05/30,0
1526 日馳,2000/05/30,-0.8696
1527 鑽全,2000/05/30,-0.4167
1528 恩德,2000/05/30,0.3731
1529 樂士,2000/05/30,-1.1364
1530 亞崴,2000/05/30,0
1531 高林股,2000/05/30,0.4619
1532 勤美,2000/05/30,-0.3759
1535 中宇,2000/05/30,-1.6484
1536 和大,2000/05/30,-1.4354
1538 正峰,2000/05/30,0
1540 喬福,2000/05/30,0
1603 華電,2000/05/30,0
1604 聲寶,2000/05/30,0.9524
1605 華新,2000/05/30,2.4
1608 華榮,2000/05/30,0.5236
1609 大亞,2000/05/30,0
1611 中電,2000/05/30,0.5208
1612 宏泰,2000/05/30,0
1614 三洋電,2000/05/30,1.845
1615 大山,2000/05/30,0.8
1616 億泰,2000/05/30,-1.1538
1617 榮星,2000/05/30,-1
1618 合機,2000/05/30,1.6854
1701 中化,2000/05/30,1.5464
1702 南僑,2000/05/30,0
1707 葡萄王,2000/05/30,4.059
1708 東鹼,2000/05/30,1.8265
1709 和益,2000/05/30,1.2195
1710 東聯,2000/05/30,6.7358
1711 永光,2000/05/30,-1.3761
1712 興農,2000/05/30,-1.227
1713 國化,2000/05/30,0
1714 和桐,2000/05/30,0.3236
1717 長興,2000/05/30,3.3058
1718 中纖,2000/05/30,4.2553
1720 生達,2000/05/30,0
1721 三晃,2000/05/30,-0.5556
1722 台肥,2000/05/30,1.0499
1723 中碳,2000/05/30,0.9709
1724 台硝,2000/05/30,3.4483
1725 元禎,2000/05/30,2.2472
1726 永記,2000/05/30,2.9126
1727 中華化,2000/05/30,0
1730 花仙子,2000/05/30,0
1731 美吾華,2000/05/30,-0.3774
1732 毛寶,2000/05/30,-0.3289
1802 台玻,2000/05/30,-0.7326
1805 寶徠,2000/05/30,2.7211
1806 冠軍,2000/05/30,-1.6064
1808 潤隆,2000/05/30,-4.8544
1809 中釉,2000/05/30,0
1810 和成,2000/05/30,1.6878
1903 士紙,2000/05/30,-0.7444
1904 正隆,2000/05/30,1.5038
1905 華紙,2000/05/30,0
1906 寶隆,2000/05/30,-1.2346
1907 永豐餘,2000/05/30,2.2222
1909 榮成,2000/05/30,1.676
2002 中鋼,2000/05/30,0.4367
2006 東和鋼鐵,2000/05/30,-1.0471
2007 燁興,2000/05/30,-0.6098
2008 高興昌,2000/05/30,4.3478
2009 第一銅,2000/05/30,0
2010 春源,2000/05/30,0.3817
2012 春雨,2000/05/30,1.2987
2013 中鋼構,2000/05/30,0.7092
2014 中鴻,2000/05/30,1.6854
2015 豐興,2000/05/30,0.3846
2017 官田鋼,2000/05/30,-1.3158
2020 美亞,2000/05/30,2.439
2022 聚亨,2000/05/30,1.3158
2023 燁輝,2000/05/30,-0.6452
2024 志聯,2000/05/30,-0.9524
2025 千興,2000/05/30,0
2027 大成鋼,2000/05/30,0
2028 威致,2000/05/30,0
